,store,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
10,1,2013-01-14,5029.757441116596,3985.332780188368,6208.5788087840765,5029.757441116596,5029.757441116596,0.00850683533138382,0.00850683533138382,0.00850683533138382,0.04847695673980395,0.04847695673980395,0.04847695673980395,-0.03997012140842012,-0.03997012140842012,-0.03997012140842012,0.0,0.0,0.0,5072.544759424977
11,1,2013-01-15,5029.234400542979,3637.412517708476,5878.506139185652,5029.234400542979,5029.234400542979,-0.0503377508929922,-0.0503377508929922,-0.0503377508929922,-0.009730028474031472,-0.009730028474031472,-0.009730028474031472,-0.04060772241896073,-0.04060772241896073,-0.04060772241896073,0.0,0.0,0.0,4776.074052105979
12,1,2013-01-16,5028.711359969361,3632.940487744809,5897.109439015875,5028.711359969361,5028.711359969361,-0.06423879947980742,-0.06423879947980742,-0.06423879947980742,-0.023932099095117617,-0.023932099095117617,-0.023932099095117617,-0.04030670038468979,-0.04030670038468979,-0.04030670038468979,0.0,0.0,0.0,4705.67297927446
13,1,2013-01-17,5028.188319395745,3563.651599646917,5814.072585499114,5028.188319395745,5028.188319395745,-0.07369692195705427,-0.07369692195705427,-0.07369692195705427,-0.03454832999992989,-0.03454832999992989,-0.03454832999992989,-0.039148591957124376,-0.039148591957124376,-0.039148591957124376,0.0,0.0,0.0,4657.626317235865
14,1,2013-01-18,5027.665278822128,3679.222010089436,6008.583215005583,5027.665278822128,5027.665278822128,-0.04136381655597056,-0.04136381655597056,-0.04136381655597056,-0.004137530691415143,-0.004137530691415143,-0.004137530691415143,-0.03722628586455542,-0.03722628586455542,-0.03722628586455542,0.0,0.0,0.0,4819.701854524107
15,1,2013-01-19,5027.142238248511,3787.5562469284546,6026.299601901597,5027.142238248511,5027.142238248511,-0.013781154594554453,-0.013781154594554453,-0.013781154594554453,0.020860566095395508,0.020860566095395508,0.020860566095395508,-0.03464172068994996,-0.03464172068994996,-0.03464172068994996,0.0,0.0,0.0,4957.862413894393
16,1,2013-01-21,5026.096157101277,4010.6723063738477,6321.682243157501,5026.096157101277,5026.096157101277,0.020552631535011846,0.020552631535011846,0.020552631535011846,0.048476956739803026,0.048476956739803026,0.048476956739803026,-0.02792432520479118,-0.02792432520479118,-0.02792432520479118,0.0,0.0,0.0,5129.395659477717
17,1,2013-01-22,5025.573116527659,3720.2571981696356,5966.39403195279,5025.573116527659,5025.573116527659,-0.03374880079782511,-0.03374880079782511,-0.03374880079782511,-0.00973002847410666,-0.00973002847410666,-0.00973002847410666,-0.02401877232371844,-0.02401877232371844,-0.02401877232371844,0.0,0.0,0.0,4855.966050523062
18,1,2013-01-23,5025.050075954042,3614.068006387495,5959.129820735743,5025.050075954042,5025.050075954042,-0.043832782748973745,-0.043832782748973745,-0.043832782748973745,-0.02393209909510925,-0.02393209909510925,-0.02393209909510925,-0.019900683653864507,-0.019900683653864507,-0.019900683653864507,0.0,0.0,0.0,4804.788147672034
19,1,2013-01-24,5024.527035380425,3632.578639036532,5914.21742719021,5024.527035380425,5024.527035380425,-0.0502293383225945,-0.0502293383225945,-0.0502293383225945,-0.034548329999994146,-0.034548329999994146,-0.034548329999994146,-0.015681008322600352,-0.015681008322600352,-0.015681008322600352,0.0,0.0,0.0,4772.148367009279
20,1,2013-01-25,5024.003994806809,3754.4584150364894,6111.278630139871,5024.003994806809,5024.003994806809,-0.015603198817154003,-0.015603198817154003,-0.015603198817154003,-0.004137530691302553,-0.004137530691302553,-0.004137530691302553,-0.011465668125851453,-0.011465668125851453,-0.011465668125851453,0.0,0.0,0.0,4945.613461617662
21,1,2013-01-26,5023.480954233191,3962.6576467317473,6174.732731376977,5023.480954233191,5023.480954233191,0.013506919990965998,0.013506919990965998,0.013506919990965998,0.02086056609542054,0.02086056609542054,0.02086056609542054,-0.007353646104454543,-0.007353646104454543,-0.007353646104454543,0.0,0.0,0.0,5091.332709558161
22,1,2013-01-28,5022.434873085957,4085.577791335439,6487.313550280055,5022.434873085957,5022.434873085957,0.0486859585765565,0.0486859585765565,0.0486859585765565,0.04847695673980451,0.04847695673980451,0.04847695673980451,0.00020900183675198904,0.00020900183675198904,0.00020900183675198904,0.0,0.0,0.0,5266.956929270473
23,1,2013-01-29,5021.91183251234,3816.3524541687575,6132.517071598324,5021.91183251234,5021.91183251234,-0.006219916677691638,-0.006219916677691638,-0.006219916677691638,-0.009730028473981774,-0.009730028473981774,-0.009730028473981774,0.003510111796290135,0.003510111796290135,0.003510111796290135,0.0,0.0,0.0,4990.6759593514
24,1,2013-01-30,5021.388791938723,3754.4998945458915,6094.497804060864,5021.388791938723,5021.388791938723,-0.017521260066855168,-0.017521260066855168,-0.017521260066855168,-0.02393209909514952,-0.02393209909514952,-0.02393209909514952,0.006410839028294349,0.006410839028294349,0.006410839028294349,0.0,0.0,0.0,4933.407733018374
25,1,2013-01-31,5020.865751365105,3718.94788179275,5980.507564277497,5020.865751365105,5020.865751365105,-0.025681795046333243,-0.025681795046333243,-0.025681795046333243,-0.03454832999994539,-0.03454832999994539,-0.03454832999994539,0.008866534953612152,0.008866534953612152,0.008866534953612152,0.0,0.0,0.0,4891.920906183393
26,1,2013-02-01,5020.342710813071,3995.206383967896,6171.936543725419,5020.342710813071,5020.342710813071,0.006707789929687028,0.006707789929687028,0.006707789929687028,-0.004137530691314115,-0.004137530691314115,-0.004137530691314115,0.010845320621001143,0.010845320621001143,0.010845320621001143,0.0,0.0,0.0,5054.018115092241
27,1,2013-02-02,5019.819670261035,4034.8894858415215,6245.308377636557,5019.819670261035,5019.819670261035,0.0331886013117614,0.0331886013117614,0.0331886013117614,0.020860566095345867,0.020860566095345867,0.020860566095345867,0.01232803521641553,0.01232803521641553,0.01232803521641553,0.0,0.0,0.0,5186.420463954267
28,1,2013-02-04,5018.773589156964,4200.132450662002,6549.870468866845,5018.773589156964,5018.773589156964,0.062266956717024154,0.062266956717024154,0.062266956717024154,0.048476956739803595,0.048476956739803595,0.048476956739803595,0.013789999977220555,0.013789999977220555,0.013789999977220555,0.0,0.0,0.0,5331.2773470055445
29,1,2013-02-05,5018.250548604928,3917.2656555898725,6131.25882556269,5018.250548604928,5018.250548604928,0.004060339245032098,0.004060339245032098,0.004060339245032098,-0.009730028474056959,-0.009730028474056959,-0.009730028474056959,0.013790367719089055,0.013790367719089055,0.013790367719089055,0.0,0.0,0.0,5038.626348248832
30,1,2013-02-06,5017.727508052893,3800.9320815343444,6067.0462087942215,5017.727508052893,5017.727508052893,-0.010596995568174526,-0.010596995568174526,-0.010596995568174526,-0.023932099095189785,-0.023932099095189785,-0.023932099095189785,0.013335103527015264,0.013335103527015264,0.013335103527015264,0.0,0.0,0.0,4964.5546718877495
31,1,2013-02-07,5017.204467500857,3795.448167618279,6022.750318175354,5017.204467500857,5017.204467500857,-0.02208916794501637,-0.02208916794501637,-0.02208916794501637,-0.03454832999989665,-0.03454832999989665,-0.03454832999989665,0.012459162054880272,0.012459162054880272,0.012459162054880272,0.0,0.0,0.0,4906.378595403745
32,1,2013-02-08,5016.681426948822,3861.474134258564,6247.411699926075,5016.681426948822,5016.681426948822,0.0070675525850571255,0.0070675525850571255,0.0070675525850571255,-0.004137530691247509,-0.004137530691247509,-0.004137530691247509,0.011205083276304633,0.011205083276304633,0.011205083276304633,0.0,0.0,0.0,5052.137086736263
33,1,2013-02-09,5016.158386396786,4053.219801440148,6351.421110506137,5016.158386396786,5016.158386396786,0.030482189938686968,0.030482189938686968,0.030482189938686968,0.02086056609546418,0.02086056609546418,0.02086056609546418,0.009621623843222791,0.009621623843222791,0.009621623843222791,0.0,0.0,0.0,5169.06187909347
34,1,2013-02-11,5015.112305292716,4213.340550857952,6396.586428306779,5015.112305292716,5015.112305292716,0.05416109458642377,0.05416109458642377,0.05416109458642377,0.048476956739802686,0.048476956739802686,0.048476956739802686,0.005684137846621087,0.005684137846621087,0.005684137846621087,0.0,0.0,0.0,5286.736277221212
35,1,2013-02-12,5014.58926474068,3779.662154251101,6143.363587090535,5014.58926474068,5014.58926474068,-0.006284143452955622,-0.006284143452955622,-0.006284143452955622,-0.009730028474077217,-0.009730028474077217,-0.009730028474077217,0.003445885021121593,0.003445885021121593,0.003445885021121593,0.0,0.0,0.0,4983.076866443398
36,1,2013-02-13,5014.066224188645,3732.1674199492572,5955.160740797895,5014.066224188645,5014.066224188645,-0.022825084080597868,-0.022825084080597868,-0.022825084080597868,-0.02393209909513076,-0.02393209909513076,-0.02393209909513076,0.0011070150145328884,0.0011070150145328884,0.0011070150145328884,0.0,0.0,0.0,4899.619741035853
37,1,2013-02-14,5013.543183636609,3776.8689682687987,6029.710903798469,5013.543183636609,5013.543183636609,-0.035822077687323074,-0.035822077687323074,-0.035822077687323074,-0.03454833000002841,-0.03454833000002841,-0.03454833000002841,-0.001273747687294663,-0.001273747687294663,-0.001273747687294663,0.0,0.0,0.0,4833.947650223629
38,1,2013-02-15,5013.020143084573,3991.4196559990382,6153.804994022093,5013.020143084573,5013.020143084573,-0.007777108211971694,-0.007777108211971694,-0.007777108211971694,-0.004137530691259071,-0.004137530691259071,-0.004137530691259071,-0.0036395775207126242,-0.0036395775207126242,-0.0036395775207126242,0.0,0.0,0.0,4974.033342963011
39,1,2013-02-16,5012.497102532538,3987.0950262444626,6167.1439742007715,5012.497102532538,5012.497102532538,0.014923953245542132,0.014923953245542132,0.014923953245542132,0.020860566095389502,0.020860566095389502,0.020860566095389502,-0.0059366128498473695,-0.0059366128498473695,-0.0059366128498473695,0.0,0.0,0.0,5087.303374934148
40,1,2013-02-18,5011.451021428467,4050.0880773026597,6389.141874836588,5011.451021428467,5011.451021428467,0.038347866689636904,0.038347866689636904,0.038347866689636904,0.04847695673980177,0.04847695673980177,0.04847695673980177,-0.010129090050164866,-0.010129090050164866,-0.010129090050164866,0.0,0.0,0.0,5203.629477119851
41,1,2013-02-19,5010.927980876431,3719.574532890019,6091.86419593171,5010.927980876431,5010.927980876431,-0.02166925714290338,-0.02166925714290338,-0.02166925714290338,-0.009730028474062189,-0.009730028474062189,-0.009730028474062189,-0.011939228668841192,-0.011939228668841192,-0.011939228668841192,0.0,0.0,0.0,4902.344893934251
42,1,2013-02-20,5010.404940324396,3677.8375227694382,5908.421592562881,5010.404940324396,5010.404940324396,-0.037443158941104886,-0.037443158941104886,-0.037443158941104886,-0.02393209909522169,-0.02393209909522169,-0.02393209909522169,-0.013511059845883194,-0.013511059845883194,-0.013511059845883194,0.0,0.0,0.0,4822.799551784533
43,1,2013-02-21,5009.88189977236,3639.446118342661,5911.32424555136,5009.88189977236,5009.88189977236,-0.04936475339128898,-0.04936475339128898,-0.04936475339128898,-0.03454832999985565,-0.03454832999985565,-0.03454832999985565,-0.014816423391433318,-0.014816423391433318,-0.014816423391433318,0.0,0.0,0.0,4762.5703152706155
44,1,2013-02-22,5009.358859220325,3788.875302926748,6054.328862027986,5009.358859220325,5009.358859220325,-0.019970936657573216,-0.019970936657573216,-0.019970936657573216,-0.004137530691270634,-0.004137530691270634,-0.004137530691270634,-0.01583340596630258,-0.01583340596630258,-0.01583340596630258,0.0,0.0,0.0,4909.3172707477825
45,1,2013-02-23,5008.83581866829,3878.1951913042594,6144.965062327615,5008.83581866829,5008.83581866829,0.00431419545413333,0.00431419545413333,0.00431419545413333,0.020860566095414538,0.020860566095414538,0.020860566095414538,-0.016546370641281206,-0.016546370641281206,-0.016546370641281206,0.0,0.0,0.0,5030.4449153876885
46,1,2013-02-25,5007.789737564219,3953.688795945127,6258.506631637925,5007.789737564219,5007.789737564219,0.03144856438420245,0.03144856438420245,0.03144856438420245,0.04847695673980324,0.04847695673980324,0.04847695673980324,-0.0170283923556008,-0.0170283923556008,-0.0170283923556008,0.0,0.0,0.0,5165.2775355485555
47,1,2013-02-26,5007.266697012183,3775.1277460272368,5914.5780162377105,5007.266697012183,5007.266697012183,-0.0265261799185048,-0.0265261799185048,-0.0265261799185048,-0.009730028474082447,-0.009730028474082447,-0.009730028474082447,-0.016796151444422355,-0.016796151444422355,-0.016796151444422355,0.0,0.0,0.0,4874.4430397073
48,1,2013-02-27,5006.7436564601485,3664.8375507045903,5967.214867166177,5006.7436564601485,5006.7436564601485,-0.040188711368587655,-0.040188711368587655,-0.040188711368587655,-0.02393209909511401,-0.02393209909511401,-0.02393209909511401,-0.01625661227347365,-0.01625661227347365,-0.01625661227347365,0.0,0.0,0.0,4805.529080754164
49,1,2013-02-28,5006.220615908112,3661.2778320628568,5798.686513000427,5006.220615908112,5006.220615908112,-0.04997042426541573,-0.04997042426541573,-0.04997042426541573,-0.03454832999993092,-0.03454832999993092,-0.03454832999993092,-0.015422094265484817,-0.015422094265484817,-0.015422094265484817,0.0,0.0,0.0,4756.057647764913
50,1,2013-03-01,5005.697575356077,3747.5162713975133,6015.323197612206,5005.697575356077,5005.697575356077,-0.01844680465496957,-0.01844680465496957,-0.01844680465496957,-0.004137530691282194,-0.004137530691282194,-0.004137530691282194,-0.014309273963687376,-0.014309273963687376,-0.014309273963687376,0.0,0.0,0.0,4913.358450021628
51,1,2013-03-02,5005.174534777636,3829.2534824944137,6090.7297430028875,5005.174534777636,5005.174534777636,0.00792189809696429,0.00792189809696429,0.00792189809696429,0.02086056609533343,0.02086056609533343,0.02086056609533343,-0.01293866799836914,-0.01293866799836914,-0.01293866799836914,0.0,0.0,0.0,5044.825017399665
52,1,2013-03-04,5004.128453620752,4015.915300094166,6387.872742239705,5004.128453620752,5004.128453620752,0.038954780887996504,0.038954780887996504,0.038954780887996504,0.04847695673980266,0.04847695673980266,0.04847695673980266,-0.00952217585180615,-0.00952217585180615,-0.00952217585180615,0.0,0.0,0.0,5199.063181066937
53,1,2013-03-05,5003.605413042311,3803.3227559276024,6068.446987257147,5003.605413042311,5003.605413042311,-0.01726177228775426,-0.01726177228775426,-0.01726177228775426,-0.009730028474102701,-0.009730028474102701,-0.009730028474102701,-0.007531743813651558,-0.007531743813651558,-0.007531743813651558,0.0,0.0,0.0,4917.2343157846
54,1,2013-03-06,5003.082372463869,3705.085957769066,6010.063783322021,5003.082372463869,5003.082372463869,-0.029325504831200094,-0.029325504831200094,-0.029325504831200094,-0.023932099095253585,-0.023932099095253585,-0.023932099095253585,-0.005393405735946507,-0.005393405735946507,-0.005393405735946507,0.0,0.0,0.0,4856.364456179288
55,1,2013-03-07,5002.559331885427,3686.338498698511,5970.291975028992,5002.559331885427,5002.559331885427,-0.0376873585855699,-0.0376873585855699,-0.0376873585855699,-0.03454833000006268,-0.03454833000006268,-0.03454833000006268,-0.003139028585507223,-0.003139028585507223,-0.003139028585507223,0.0,0.0,0.0,4814.026084499072
56,1,2013-03-08,5002.036291306986,3817.1827524778832,6156.666180090021,5002.036291306986,5002.036291306986,-0.004938825809927062,-0.004938825809927062,-0.004938825809927062,-0.004137530691215589,-0.004137530691215589,-0.004137530691215589,-0.0008012951187114744,-0.0008012951187114744,-0.0008012951187114744,0.0,0.0,0.0,4977.332105369287
57,1,2013-03-09,5001.513250728544,3986.686397505391,6260.503797997363,5001.513250728544,5001.513250728544,0.02244728157452215,0.02244728157452215,0.02244728157452215,0.02086056609545174,0.02086056609545174,0.02086056609545174,0.001586715479070411,0.001586715479070411,0.001586715479070411,0.0,0.0,0.0,5113.783626966352
58,1,2013-03-11,5000.4671695716615,4175.625911187758,6465.058849806749,5000.4671695716615,5000.4671695716615,0.05485851947220501,0.05485851947220501,0.05485851947220501,0.04847695673980142,0.04847695673980142,0.04847695673980142,0.006381562732403591,0.006381562732403591,0.006381562732403591,0.0,0.0,0.0,5274.785395163731
59,1,2013-03-12,4999.944128993219,3821.8552630862177,6050.589687763295,4999.944128993219,4999.944128993219,-0.001006434115239908,-0.001006434115239908,-0.001006434115239908,-0.009730028474122958,-0.009730028474122958,-0.009730028474122958,0.008723594358883048,0.008723594358883048,0.008723594358883048,0.0,0.0,0.0,4994.912014647507
60,1,2013-03-13,4999.421088414777,3854.820484188333,6115.317648823545,4999.421088414777,4999.421088414777,-0.012945173330467706,-0.012945173330467706,-0.012945173330467706,-0.023932099095145903,-0.023932099095145903,-0.023932099095145903,0.010986925764678199,0.010986925764678199,0.010986925764678199,0.0,0.0,0.0,4934.702715873252
61,1,2013-03-14,4998.898047836336,3681.6392412734053,6111.6126008082165,4998.898047836336,4998.898047836336,-0.021406592971135785,-0.021406592971135785,-0.021406592971135785,-0.03454833000001393,-0.03454833000001393,-0.03454833000001393,0.013141737028878143,0.013141737028878143,0.013141737028878143,0.0,0.0,0.0,4891.888672022099
62,1,2013-03-15,4998.375007257894,3930.3862589398786,6133.804378297775,4998.375007257894,4998.375007257894,0.011022209659627793,0.011022209659627793,0.011022209659627793,-0.004137530691351306,-0.004137530691351306,-0.004137530691351306,0.015159740350979101,0.015159740350979101,0.015159740350979101,0.0,0.0,0.0,5053.468144545334
63,1,2013-03-16,4997.851966679453,4038.6866779904913,6383.647221479929,4997.851966679453,4997.851966679453,0.03787500242974385,0.03787500242974385,0.03787500242974385,0.020860566095476773,0.020860566095476773,0.020860566095476773,0.017014436334267077,0.017014436334267077,0.017014436334267077,0.0,0.0,0.0,5187.145622060937
64,1,2013-03-18,4996.805885522569,4192.447967694098,6465.721755650371,4996.805885522569,4996.805885522569,0.06861529177995256,0.06861529177995256,0.06861529177995256,0.0484769567398029,0.0484769567398029,0.0484769567398029,0.02013833504014965,0.02013833504014965,0.02013833504014965,0.0,0.0,0.0,5339.663179325484
65,1,2013-03-19,4996.282844944128,3896.721956583612,6155.877451653252,4996.282844944128,4996.282844944128,0.011635662263687228,0.011635662263687228,0.011635662263687228,-0.009730028474107932,-0.009730028474107932,-0.009730028474107932,0.021365690737795158,0.021365690737795158,0.021365690737795158,0.0,0.0,0.0,5054.417904701752
66,1,2013-03-20,4995.759804365686,3911.112821874905,6105.551728907332,4995.759804365686,4995.759804365686,-0.001585578601011417,-0.001585578601011417,-0.001585578601011417,-0.02393209909518617,-0.02393209909518617,-0.02393209909518617,0.02234652049417476,0.02234652049417476,0.02234652049417476,0.0,0.0,0.0,4987.8386345240915
67,1,2013-03-21,4995.236763787245,3759.101626667622,6097.294056925769,4995.236763787245,4995.236763787245,-0.011481427909149645,-0.011481427909149645,-0.011481427909149645,-0.0345483300000892,-0.0345483300000892,-0.0345483300000892,0.02306690209093955,0.02306690209093955,0.02306690209093955,0.0,0.0,0.0,4937.884312994688
68,1,2013-03-22,4994.713723208803,3939.728042675922,6323.352450442199,4994.713723208803,4994.713723208803,0.019378593452545327,0.019378593452545327,0.019378593452545327,-0.004137530691238716,-0.004137530691238716,-0.004137530691238716,0.023516124143784047,0.023516124143784047,0.023516124143784047,0.0,0.0,0.0,5091.5042498627145
69,1,2013-03-23,4994.190682630361,4114.9994917559015,6332.728676962665,4994.190682630361,4994.190682630361,0.044547464865318555,0.044547464865318555,0.044547464865318555,0.020860566095495376,0.020860566095495376,0.020860566095495376,0.023686898769823175,0.023686898769823175,0.023686898769823175,0.0,0.0,0.0,5216.669216595538
70,1,2013-03-25,4993.144601473477,4196.118203848815,6448.371910847491,4993.144601473477,4993.144601473477,0.0716591774036627,0.0716591774036627,0.0716591774036627,0.048476956739801985,0.048476956739801985,0.048476956739801985,0.02318222066386072,0.02318222066386072,0.02318222066386072,0.0,0.0,0.0,5350.949236272607
71,1,2013-03-26,4992.621560895037,4016.1500458835094,6081.508760556228,4992.621560895037,4992.621560895037,0.012780912809783858,0.012780912809783858,0.012780912809783858,-0.009730028473983044,-0.009730028473983044,-0.009730028473983044,0.022510941283766902,0.022510941283766902,0.022510941283766902,0.0,0.0,0.0,5056.431821757083
72,1,2013-03-27,4992.098520316595,3925.8460118304088,6234.394148443912,4992.098520316595,4992.098520316595,-0.0023622986931177794,-0.0023622986931177794,-0.0023622986931177794,-0.02393209909522645,-0.02393209909522645,-0.02393209909522645,0.02156980040210867,0.02156980040210867,0.02156980040210867,0.0,0.0,0.0,4980.3056925061355
73,1,2013-03-28,4991.575479738152,3878.7606614633037,6166.006186251659,4991.575479738152,4991.575479738152,-0.014177370108181882,-0.014177370108181882,-0.014177370108181882,-0.03454832999991644,-0.03454832999991644,-0.03454832999991644,0.020370959891734552,0.020370959891734552,0.020370959891734552,0.0,0.0,0.0,4920.8080667389795
74,1,2013-03-30,4990.52939858127,3927.9880733104524,6366.907165901445,4990.52939858127,4990.52939858127,0.038129691013265785,0.038129691013265785,0.038129691013265785,0.0208605660954207,0.0208605660954207,0.0208605660954207,0.01726912491784508,0.01726912491784508,0.01726912491784508,0.0,0.0,0.0,5180.816742541792
75,1,2013-04-02,4988.960276845945,3874.798102802518,6119.94200192762,4988.960276845945,4988.960276845945,0.0014859914947715476,0.0014859914947715476,0.0014859914947715476,-0.00973002847405823,-0.00973002847405823,-0.00973002847405823,0.011216019968829778,0.011216019968829778,0.011216019968829778,0.0,0.0,0.0,4996.373829385092
76,1,2013-04-03,4988.437236304157,3746.618986335116,6021.052867901326,4988.437236304157,4988.437236304157,-0.014986778337710236,-0.014986778337710236,-0.014986778337710236,-0.02393209909521807,-0.02393209909521807,-0.02393209909521807,0.008945320757507843,0.008945320757507843,0.008945320757507843,0.0,0.0,0.0,4913.676633192086
77,1,2013-04-04,4987.914195762368,3667.462469665311,6026.681472902957,4987.914195762368,4987.914195762368,-0.02794152135082178,-0.02794152135082178,-0.02794152135082178,-0.0345483300000482,-0.0345483300000482,-0.0345483300000482,0.006606808649226422,0.006606808649226422,0.006606808649226422,0.0,0.0,0.0,4848.544284765407
78,1,2013-04-05,4987.391155220578,3882.657609735218,6017.324891292321,4987.391155220578,4987.391155220578,0.00010138962064911561,0.00010138962064911561,0.00010138962064911561,-0.0041375306911836714,-0.0041375306911836714,-0.0041375306911836714,0.004238920311832787,0.004238920311832787,0.004238920311832787,0.0,0.0,0.0,4987.896824917835
79,1,2013-04-06,4986.86811467879,3884.301501497138,6305.695737072523,4986.86811467879,4986.86811467879,0.022741978331142165,0.022741978331142165,0.022741978331142165,0.020860566095445735,0.020860566095445735,0.020860566095445735,0.0018814122356964316,0.0018814122356964316,0.0018814122356964316,0.0,0.0,0.0,5100.279361283079
80,1,2013-04-08,4985.822033595213,4041.604747337632,6291.777071308962,4985.822033595213,4985.822033595213,0.045835982997867064,0.045835982997867064,0.045835982997867064,0.048476956739800146,0.048476956739800146,0.048476956739800146,-0.0026409737419330883,-0.0026409737419330883,-0.0026409737419330883,0.0,0.0,0.0,5214.352087557473
81,1,2013-04-09,4985.298993053424,3799.846330819078,6084.975005846056,4985.298993053424,4985.298993053424,-0.01445613874721065,-0.01445613874721065,-0.01445613874721065,-0.009730028473933344,-0.009730028473933344,-0.009730028473933344,-0.004726110273277307,-0.004726110273277307,-0.004726110273277307,0.0,0.0,0.0,4913.230819113514
82,1,2013-04-10,4984.775952511635,3684.9383584735283,5940.317551328695,4984.775952511635,4984.775952511635,-0.030575045038123295,-0.030575045038123295,-0.030575045038123295,-0.023932099095159035,-0.023932099095159035,-0.023932099095159035,-0.006642945942964256,-0.006642945942964256,-0.006642945942964256,0.0,0.0,0.0,4832.366203258638
83,1,2013-04-11,4984.252911969847,3564.672727184351,5945.34469451752,4984.252911969847,4984.252911969847,-0.04290447828741133,-0.04290447828741133,-0.04290447828741133,-0.034548329999999454,-0.034548329999999454,-0.034548329999999454,-0.008356148287411876,-0.008356148287411876,-0.008356148287411876,0.0,0.0,0.0,4770.4061411292705
84,1,2013-04-12,4983.729871428059,3743.7332511274108,6010.440820352871,4983.729871428059,4983.729871428059,-0.013971146938802598,-0.013971146938802598,-0.013971146938802598,-0.004137530691241222,-0.004137530691241222,-0.004137530691241222,-0.009833616247561372,-0.009833616247561372,-0.009833616247561372,0.0,0.0,0.0,4914.1014490910375
85,1,2013-04-13,4983.20683088627,3918.187921691375,6194.385215107133,4983.20683088627,4983.20683088627,0.009813341114185515,0.009813341114185515,0.009813341114185515,0.02086056609537106,0.02086056609537106,0.02086056609537106,-0.01104722498118554,-0.01104722498118554,-0.01104722498118554,0.0,0.0,0.0,5032.108739360296
